run_ts_utc,experiment_name,report,split,model,group_type,group_value,selector_status,edge_threshold,min_probability,min_odds,max_odds,matches,bets,coverage,wins,hit_rate,avg_prob,avg_edge,avg_odds,avg_clv_pct,invested,returned,profit,roi
2026-05-11T13:33:06.675197+00:00,final_market_xg_comparison,validation_locked_selector,validation,logreg,edge_bucket,>15%,validation_locked_positive_fold_roi,0.1,0.0,1.2,5.0,1752,3,0.1712,1,33.3333,0.251189,0.159847,4.6333,4.8779,0.033182,0.05297,0.019788,59.634
2026-05-11T13:33:06.675197+00:00,final_market_xg_comparison,validation_locked_selector,validation,logreg,confidence_bucket,35-45%,validation_locked_positive_fold_roi,0.1,0.0,1.2,5.0,1752,1,0.0571,1,100.0,0.367271,0.101812,3.0,4.1667,0.012727,0.03818,0.025453,200.0
2026-05-11T13:33:06.675197+00:00,final_market_xg_comparison,validation_locked_selector,validation,logreg,confidence_bucket,<=35%,validation_locked_positive_fold_roi,0.1,0.0,1.2,5.0,1752,57,3.2534,16,28.0702,0.261836,0.115258,4.2996,8.6382,0.503809,0.604717,0.100908,20.0289
2026-05-11T13:33:06.675197+00:00,final_market_xg_comparison,validation_locked_selector,test,logreg,all,all,validation_locked_positive_fold_roi,0.1,0.0,1.2,5.0,1573,111,7.0566,28,25.2252,0.279623,0.116432,4.163,16.0154,1.129845,1.137199,0.007355,0.6509
2026-05-11T13:33:06.675197+00:00,final_market_xg_comparison,validation_locked_selector,test,logreg,league,england,validation_locked_positive_fold_roi,0.1,0.0,1.2,5.0,1573,9,0.5722,3,33.3333,0.324063,0.11029,3.9236,16.9017,0.119232,0.103975,-0.015257,-12.796
2026-05-11T13:33:06.675197+00:00,final_market_xg_comparison,validation_locked_selector,test,logreg,league,france,validation_locked_positive_fold_roi,0.1,0.0,1.2,5.0,1573,13,0.8264,1,7.6923,0.258278,0.114072,4.3362,9.1493,0.111882,0.036386,-0.075496,-67.478
2026-05-11T13:33:06.675197+00:00,final_market_xg_comparison,validation_locked_selector,test,logreg,league,germany,validation_locked_positive_fold_roi,0.1,0.0,1.2,5.0,1573,15,0.9536,4,26.6667,0.271413,0.125248,4.1524,11.4341,0.148777,0.170937,0.02216,14.8947
2026-05-11T13:33:06.675197+00:00,final_market_xg_comparison,validation_locked_selector,test,logreg,league,italy,validation_locked_positive_fold_roi,0.1,0.0,1.2,5.0,1573,41,2.6065,9,21.9512,0.290688,0.115828,4.1027,15.2908,0.450734,0.398621,-0.052113,-11.5618
2026-05-11T13:33:06.675197+00:00,final_market_xg_comparison,validation_locked_selector,test,logreg,league,spain,validation_locked_positive_fold_roi,0.1,0.0,1.2,5.0,1573,33,2.0979,11,33.3333,0.265896,0.115778,4.24,21.4613,0.29922,0.42728,0.12806,42.798
2026-05-11T13:33:06.675197+00:00,final_market_xg_comparison,validation_locked_selector,test,logreg,pick,A,validation_locked_positive_fold_roi,0.1,0.0,1.2,5.0,1573,92,5.8487,23,25.0,0.280957,0.114934,4.1721,17.103,0.941866,0.930263,-0.011602,-1.2318
